@attribute userID {am, dummy}


@data


0.840484619140625,7.2945098876953125,3.479949951171875,8.893974561909895,1.8012573719024658,8.0765380859375,4.481285333633423,9.428754996577805,0.48767271465015594,0.34318983127986286,0.260928817747415,0.28139085667124986,0.42300619557499886,0.26851963996887207,0.20003007352352142,0.23014176391988442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9921875,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9765625,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,am

-1.6782073974609375,4.87158203125,-0.2262725830078125,7.306563374709543,0.49604272842407227,10.52945351600647,3.199490189552307,11.23090658847467,0.9025752990890887,1.9635595295985413,2.0392590112673545,2.0118921243444614,0.6982298865914345,1.6658697910606861,1.8424447271972895,1.6349888132513581,0.046875,0.0,0.046875,0.0,0.0,0.0,0.0,0.2578125,0.7421875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015625,0.203125,0.4921875,0.2890625,0.0,0.0,0.0,0.0,0.0546875,0.40625,0.4609375,0.078125,0.0,0.0,0.0,0.0,0.1015625,0.5703125,0.2734375,0.0546875,0.0,0.0,0.0,0.0,am

-1.062896728515625,6.674407958984375,0.6140899658203125,7.029943474174358,0.3455634117126465,8.808996200561523,1.6483654975891113,9.014946124923526,0.6672765498723751,0.9344584390227493,0.5059327459990716,0.8603033320491897,0.5418510511517525,0.7393856346607208,0.43887224793434143,0.6732389705316845,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.2734375,0.7265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5234375,0.4765625,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.421875,0.578125,0.0,0.0,0.0,0.0,0.0,0.0,am

0.1557464599609375,7.1724090576171875,0.396209716796875,7.555547217217739,1.3629688024520874,10.521373629570007,2.4871585369110107,10.984916614056573,0.7217110457704512,1.30258178477206,1.1880671108907686,1.305236062560879,0.6326045244932175,1.0238411389291286,1.0307845547795296,0.999885664894439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078125,0.734375,0.1875,0.0,0.0,0.0,0.0,0.0,0.578125,0.421875,0.0,0.0,0.0,0.0,0.0,0.0703125,0.6484375,0.28125,0.0,0.0,0.0,0.0,0.0,am

0.0623779296875,5.331268310546875,1.6268310546875,6.089803171106753,0.6936773061752319,7.984343647956848,2.4013419151306152,8.411618070205026,0.44071710947170584,2.3820478770679014,0.3675443440077902,2.290311907180293,0.35952735505998135,1.841664969921112,0.3063650131225586,1.7507535812359398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.6796875,0.09375,0.1328125,0.0,0.0,0.0,0.0,0.0,0.9375,0.0625,0.0,0.0,0.0,0.0,0.0,0.765625,0.09375,0.140625,0.0,0.0,0.0,0.0,0.0,am

-3.6749725341796875,7.7637786865234375,-1.7370147705078125,8.238463397943761,0.17740857601165771,11.547027111053467,2.8143786191940308,12.26659590459624,2.189669699899551,1.8192065411017249,2.2545814401641175,2.0009907885704417,1.6488806195557117,1.3948852568864822,1.8320685345679522,1.642604703214723,0.0703125,0.0,0.03125,0.0,0.0,0.0,0.0390625,0.5234375,0.28125,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0546875,0.5390625,0.40625,0.0,0.0,0.0,0.0,0.125,0.390625,0.3359375,0.1484375,0.0,0.0,0.0,0.0,0.0234375,0.3828125,0.5,0.09375,0.0,0.0,0.0,0.0,am

-1.4555511474609375,5.2594451904296875,0.0706024169921875,5.484714625028555,0.05633258819580078,7.441401958465576,1.471997857093811,7.6799644922712496,0.7379981119337644,1.3052554838398027,0.9617845104555579,1.3175439622849994,0.6181324869394302,0.9969502985477448,0.8284686803817749,1.0367122232821564,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,0.3359375,0.6640625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1328125,0.7265625,0.140625,0.0,0.0,0.0,0.0,0.0,0.0,0.9453125,0.0546875,0.0,0.0,0.0,0.0,0.09375,0.734375,0.171875,0.0,0.0,0.0,0.0,0.0,0.0,am

-1.9894561767578125,4.2395172119140625,-1.81842041015625,4.842801612277611,0.01544487476348877,11.821705341339111,1.875365972518921,12.208026823709464,1.2640118625215149,3.000189681054891,2.0127410525568092,2.980608156001919,1.0384143125265837,2.3117143139243126,1.6333947218954563,2.3204272590937576,0.046875,0.0,0.046875,0.0,0.0,0.0,0.0,0.4921875,0.4765625,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0859375,0.046875,0.328125,0.5390625,0.0,0.0,0.0,0.0,0.2109375,0.5234375,0.21875,0.046875,0.0,0.0,0.0,0.0703125,0.046875,0.2734375,0.421875,0.1875,0.0,0.0,0.0,0.0,am

-1.8793182373046875,3.001708984375,0.06341552734375,3.620100613640498,0.5401865243911743,8.770801186561584,3.8425012826919556,9.741315208905576,0.8594414250024315,4.329389575632986,2.1833088877322564,4.619463215939544,0.7007877435535192,3.858005575835705,1.7955529987812042,4.179695423621703,0.0703125,0.0,0.0,0.0,0.0,0.0,0.0,0.2421875,0.7578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3671875,0.2265625,0.125,0.28125,0.0,0.0,0.0,0.0,0.0,0.4765625,0.328125,0.171875,0.0234375,0.0,0.0,0.234375,0.3359375,0.046875,0.1328125,0.203125,0.046875,0.0,0.0,0.0,am

-4.587158203125,3.588287353515625,-4.607666015625,3.924448542947017,-0.8032783269882202,8.837258696556091,1.201865553855896,9.216107628991475,1.1637913619738616,3.389142091385525,1.9360812891118653,3.44083471394816,0.8362803738564253,3.0212536063045263,1.4330975357443094,3.0599803238957874,0.0703125,0.0,0.015625,0.0,0.0,0.0,0.0625,0.734375,0.203125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265625,0.2421875,0.2421875,0.25,0.0,0.0,0.0,0.015625,0.171875,0.6640625,0.1171875,0.03125,0.0,0.0,0.0,0.2421875,0.265625,0.2109375,0.2421875,0.0234375,0.015625,0.0,0.0,0.0,am

-3.533721923828125,6.320068359375,-2.6923065185546875,6.73127597143832,-0.007356524467468262,11.141940116882324,2.1157582998275757,11.60716218177258,1.6845742762383569,3.1126984790993433,1.8541776902543148,3.1397070208778755,1.3800707906484604,2.7690677791833878,1.430197350680828,2.794785711359335,0.0390625,0.0,0.03125,0.0,0.0,0.0,0.046875,0.3984375,0.5546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3515625,0.1484375,0.5,0.0,0.0,0.0,0.0,0.109375,0.5703125,0.2890625,0.03125,0.0,0.0,0.0,0.0,0.3359375,0.140625,0.359375,0.1640625,0.0,0.0,0.0,0.0,am

-2.647857666015625,2.75750732421875,0.88702392578125,3.1946673919558366,0.781944751739502,7.291782975196838,2.391035556793213,7.855030523679829,0.9586386149090455,4.185501780616566,0.8369538702258734,4.115214209306259,0.7381699755787849,3.621888492256403,0.694730281829834,3.529619855379053,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.1171875,0.8828125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.140625,0.3515625,0.1796875,0.1484375,0.1796875,0.0,0.0,0.0,0.0,0.0,0.7265625,0.2734375,0.0,0.0,0.0,0.0,0.4296875,0.203125,0.1640625,0.0859375,0.1171875,0.0,0.0,0.0,0.0,am

-3.418792724609375,7.7422332763671875,-7.435211181640625,8.130340462381739,-1.5868558883666992,11.896599173545837,2.066620945930481,12.790248960951958,1.4938813116499086,2.7312913148008664,3.9208944090280036,3.129326404169432,1.0421240478754044,2.319486953318119,3.212989889085293,2.663009353438645,0.015625,0.0,0.0625,0.0,0.0,0.0,0.0703125,0.8203125,0.078125,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2265625,0.21875,0.5546875,0.0,0.0,0.0234375,0.0703125,0.21875,0.3046875,0.1796875,0.140625,0.0625,0.0,0.0,0.0,0.171875,0.1953125,0.3515625,0.2265625,0.0546875,0.0,0.0,0.0,am

-2.990234375,3.439849853515625,-1.7992706298828125,3.6990751444861294,0.7732292413711548,8.660106182098389,2.565756678581238,9.221731536001789,0.9894388230708052,2.889654740628247,1.476620274394095,2.9406799376863706,0.7045392822474241,2.138882577419281,1.1205484699457884,2.1463818273524695,0.0390625,0.0,0.015625,0.0,0.0,0.0,0.0078125,0.15625,0.8359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171875,0.421875,0.2734375,0.1328125,0.0,0.0,0.0,0.0,0.03125,0.5859375,0.3515625,0.03125,0.0,0.0,0.0,0.1484375,0.2578125,0.421875,0.1171875,0.0546875,0.0,0.0,0.0,0.0,am

-3.3302154541015625,4.3831634521484375,-2.7808837890625,5.030270544168673,-0.02207660675048828,9.698236465454102,1.7080144882202148,10.114795259272912,1.5895440943558585,3.64591913014087,1.2945571739697268,3.4870852125371026,1.4258610159158707,3.3666110932826996,0.9474975317716599,3.2176965760752103,0.015625,0.0,0.0078125,0.0,0.0,0.0,0.015625,0.3828125,0.6015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28125,0.125,0.2109375,0.3828125,0.0,0.0,0.0,0.0,0.078125,0.7890625,0.1328125,0.0,0.0,0.0,0.0,0.203125,0.1953125,0.1640625,0.3828125,0.0546875,0.0,0.0,0.0,0.0,am

-3.8904571533203125,4.016845703125,-6.1160125732421875,5.199787435833271,-0.6155767440795898,11.01070773601532,2.7168339490890503,11.95065762720988,1.9761966938060795,4.794539377709565,3.4386891879057595,4.989502290606745,1.7116170972585678,4.345987984910607,2.6265090722590685,4.500539764914148,0.0546875,0.0,0.0078125,0.0,0.0,0.0,0.1875,0.4140625,0.3984375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2734375,0.09375,0.1171875,0.515625,0.0,0.0,0.0078125,0.03125,0.171875,0.3671875,0.25,0.09375,0.078125,0.0,0.0,0.171875,0.171875,0.1171875,0.171875,0.203125,0.1640625,0.0,0.0,0.0,am

-2.75799560546875,4.5244293212890625,-2.156005859375,4.800342468809328,-0.19015741348266602,7.457693815231323,1.2534159421920776,7.7695692618579635,1.3805585724723044,1.9990077963721846,1.2496988530166406,2.07892358161375,1.221015825867653,1.638174120336771,0.9362652879208326,1.7326405469509483,0.0234375,0.0,0.0234375,0.0,0.0,0.0,0.0,0.4609375,0.5390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28125,0.453125,0.265625,0.0,0.0,0.0,0.0,0.0,0.140625,0.671875,0.1875,0.0,0.0,0.0,0.0,0.265625,0.421875,0.3046875,0.0078125,0.0,0.0,0.0,0.0,0.0,am

-4.505767822265625,7.62969970703125,-3.853485107421875,7.923382613711995,-0.4249011278152466,12.317886233329773,1.3308532238006592,12.764766757772223,2.0965040378581206,2.4568097545573737,2.2738451168086593,2.518804699599736,1.6041447203606367,1.7653397489339113,1.7415198385715485,1.8362473474798613,0.0390625,0.0,0.03125,0.0,0.0,0.0,0.09375,0.5390625,0.3125,0.0546875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.140625,0.1640625,0.6953125,0.0,0.0,0.0,0.0546875,0.2265625,0.5390625,0.1484375,0.03125,0.0,0.0,0.0,0.0,0.109375,0.140625,0.578125,0.125,0.046875,0.0,0.0,0.0,am

-3.1051483154296875,3.873199462890625,0.0586395263671875,4.369327287252729,0.11757183074951172,7.869869828224182,2.76468026638031,8.50684954018262,1.3144029828771593,4.0121360475097605,2.1208482038916117,4.421371969610836,0.9421184808015823,3.4195136688649654,1.5744217168539762,3.7322318602208604,0.046875,0.0,0.0,0.0,0.0,0.0,0.0390625,0.3515625,0.609375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.484375,0.2265625,0.0546875,0.234375,0.0,0.0,0.0,0.0,0.0,0.6875,0.1953125,0.1171875,0.0,0.0,0.0,0.4375,0.25,0.0703125,0.0703125,0.140625,0.03125,0.0,0.0,0.0,am

-3.270355224609375,4.780609130859375,-6.029815673828125,4.813541841901116,-1.33249032497406,9.793349862098694,0.5305346250534058,10.1325110530855,0.9474325571251201,3.818913862741552,2.417429820647022,4.07732966709738,0.7976544685661793,3.2603124044835567,1.6404651552438736,3.5108824625988566,0.015625,0.0,0.03125,0.0,0.0,0.0,0.046875,0.890625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1796875,0.3359375,0.2109375,0.2734375,0.0,0.0,0.0078125,0.0625,0.3046875,0.4609375,0.15625,0.0078125,0.0,0.0,0.0,0.171875,0.3359375,0.15625,0.1484375,0.1328125,0.0546875,0.0,0.0,0.0,am

-4.390838623046875,5.2546539306640625,-4.1503753662109375,5.326679253895819,-0.12218451499938965,10.491016745567322,1.6301847696304321,10.97035589436371,1.7609039150436014,3.0793512589042997,2.3577467848035116,3.2445819485099396,1.3465176559984684,2.607708442956209,1.8090705815702677,2.779567706703581,0.0390625,0.0,0.0390625,0.0,0.0,0.0,0.0859375,0.3828125,0.4609375,0.0703125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0703125,0.28125,0.265625,0.3828125,0.0,0.0,0.0,0.0546875,0.15625,0.5234375,0.25,0.015625,0.0,0.0,0.0,0.046875,0.28125,0.21875,0.328125,0.125,0.0,0.0,0.0,0.0,am

-4.20648193359375,2.99212646484375,-1.05706787109375,3.449847123263763,0.040808677673339844,7.993676781654358,1.540794849395752,8.400830567632415,1.8206888505912262,4.192594223636354,0.8474861358337306,4.160722935351164,1.4195602983236313,3.7901276405900717,0.6073443964123726,3.7416527567596827,0.0234375,0.0,0.0078125,0.0,0.0,0.0,0.109375,0.2578125,0.6328125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.484375,0.1484375,0.0703125,0.296875,0.0,0.0,0.0,0.0,0.0859375,0.9140625,0.0,0.0,0.0,0.0,0.0,0.421875,0.203125,0.0703125,0.21875,0.0859375,0.0,0.0,0.0,0.0,am

-5.0276947021484375,6.715118408203125,-4.782440185546875,6.990539967928924,-1.6935474872589111,11.866710305213928,2.324596643447876,12.637938519083727,1.4972396216204906,3.17980552820805,3.0534430510832213,3.3240908907611817,1.1812918968498707,2.5443688612431288,2.539003863930702,2.7194494493209853,0.0234375,0.0,0.03125,0.0,0.0,0.0,0.1953125,0.6875,0.1171875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1640625,0.4140625,0.421875,0.0,0.0,0.0,0.03125,0.140625,0.421875,0.265625,0.140625,0.0,0.0,0.0,0.0,0.140625,0.3125,0.28125,0.1484375,0.1171875,0.0,0.0,0.0,am

-1.4555511474609375,5.0655059814453125,0.1328582763671875,5.227630653737878,0.5138126611709595,7.838782906532288,2.178794026374817,8.223236946423942,0.8783747538499148,2.4491437031779357,1.0308049494205476,2.5823331252230277,0.7088017892092466,2.062302505597472,0.8468493241816759,2.1905318887237986,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.2734375,0.7265625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.390625,0.2734375,0.0859375,0.0,0.0,0.0,0.0,0.0,0.7109375,0.2890625,0.0,0.0,0.0,0.0,0.1796875,0.453125,0.265625,0.0703125,0.03125,0.0,0.0,0.0,0.0,am

-4.3214111328125,4.35443115234375,-6.341064453125,4.420056799761643,-0.8939594030380249,11.247303485870361,0.49480903148651123,11.554194449016089,1.4246429717868623,3.835699737544205,2.231469120350371,3.970904209151067,1.1026492398232222,3.33191642165184,1.4372171461582184,3.4489767897574617,0.0546875,0.0,0.046875,0.0,0.0,0.0,0.1015625,0.6171875,0.265625,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.171875,0.1328125,0.0546875,0.640625,0.0,0.0,0.015625,0.0703125,0.1640625,0.6953125,0.0234375,0.03125,0.0,0.0,0.0,0.1640625,0.1328125,0.0546875,0.4296875,0.203125,0.015625,0.0,0.0,0.0,am

-4.4506988525390625,3.3991546630859375,-5.438446044921875,4.049308510427299,-0.2530238628387451,10.103715777397156,3.1499229669570923,11.138235796509678,2.2101803147336763,5.129833086444988,3.0069068425561745,5.315297254428705,1.7540122717618942,4.681305570527911,2.3721511401236057,4.810019692390346,0.0703125,0.0,0.0078125,0.0,0.0,0.0,0.1015625,0.421875,0.3515625,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.359375,0.0546875,0.1171875,0.46875,0.0,0.0,0.0,0.03125,0.0703125,0.46875,0.25,0.140625,0.0390625,0.0,0.0,0.2890625,0.109375,0.0625,0.203125,0.2265625,0.109375,0.0,0.0,0.0,am

-4.28070068359375,5.0583343505859375,-5.0386199951171875,5.187378740069354,-0.796432614326477,7.781154036521912,0.5772039890289307,8.10599813353883,1.2211367153499801,2.0178126709844193,1.861299209108974,2.1985903101421127,1.0584408268332481,1.7666303608566523,1.3314749486744404,1.8978999414860336,0.0234375,0.0,0.0234375,0.0,0.0,0.0,0.03125,0.609375,0.359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2890625,0.3125,0.375,0.0234375,0.0,0.0,0.0,0.0625,0.1796875,0.671875,0.0859375,0.0,0.0,0.0,0.0,0.25,0.328125,0.375,0.046875,0.0,0.0,0.0,0.0,0.0,am

-5.4394989013671875,8.027145385742188,-3.0825653076171875,8.395288415980454,-0.43964052200317383,12.236389756202698,1.384591817855835,12.773389487182849,2.473515782626763,2.285647710884048,2.3651109211411794,2.369883756550976,2.1859161779284477,1.8510502018034458,1.8972913809120655,1.9414924271176575,0.0234375,0.0,0.046875,0.0,0.0,0.0,0.234375,0.2421875,0.5078125,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15625,0.234375,0.609375,0.0,0.0,0.0,0.015625,0.296875,0.4765625,0.1875,0.0234375,0.0,0.0,0.0,0.0,0.140625,0.1328125,0.453125,0.2734375,0.0,0.0,0.0,0.0,am

